id,rank,name,symbol,slug,is_active,first_historical_data,last_historical_data,platform
215,8724,Rubycoin,RBY,rubycoin,1,2014-03-20T05:09:56.000Z,2023-06-07T04:29:00.000Z,
217,2468,Bela,BELA,belacoin,1,2014-03-20T05:10:07.000Z,2023-06-07T04:29:00.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2e98a6804e4b6c832ed0ca876a943abd3400b224'}"
254,1829,MUNT,MUNT,gulden,1,2014-04-08T04:11:00.000Z,2023-06-07T04:29:00.000Z,
258,496,Groestlcoin,GRS,groestlcoin,1,2014-04-11T20:45:53.000Z,2023-06-07T04:29:00.000Z,
260,1574,PetroDollar,XPD,petrodollar,1,2014-04-15T04:36:55.000Z,2023-06-07T04:29:00.000Z,
263,2565,PLNcoin,PLNC,plncoin,1,2014-04-15T04:36:58.000Z,2023-06-07T04:29:00.000Z,
268,557,WhiteCoin,XWC,whitecoin,1,2014-04-18T12:12:07.000Z,2023-06-07T04:29:00.000Z,
276,2070,Bitstar,BITS,bitstar,1,2014-04-23T12:01:13.000Z,2023-06-07T04:29:00.000Z,
278,2506,Quebecoin,QBC,quebecoin,1,2014-04-23T12:01:15.000Z,2023-06-07T04:29:00.000Z,
290,2047,BlueCoin,BLU,bluecoin,1,2014-04-28T03:21:26.000Z,2023-06-07T04:29:00.000Z,
291,6540,MaidSafeCoin,MAID,maidsafecoin,1,2014-04-28T03:21:26.000Z,2023-06-07T04:29:00.000Z,
293,1546,Bitcoin Plus,XBC,bitcoin-plus,1,2014-05-04T01:31:45.000Z,2023-06-07T04:29:00.000Z,
298,1323,NewYorkCoin,NYC,newyorkcoin,1,2014-05-06T12:17:49.000Z,2023-06-07T04:29:00.000Z,
313,2194,Pinkcoin,PINK,pinkcoin,1,2014-05-11T17:08:10.000Z,2023-06-07T04:29:00.000Z,
316,2454,Dreamcoin,DRM,dreamcoin,1,2014-05-13T04:03:16.000Z,2023-06-07T04:29:00.000Z,
328,24,Monero,XMR,monero,1,2014-05-21T01:41:13.000Z,2023-06-07T04:29:00.000Z,
333,2063,Curecoin,CURE,curecoin,1,2014-05-26T18:12:11.000Z,2023-06-07T04:29:00.000Z,
360,2009,Motocoin,MOTO,motocoin,1,2014-06-03T12:47:54.000Z,2023-06-07T04:29:00.000Z,
362,1557,CloakCoin,CLOAK,cloakcoin,1,2014-06-07T00:08:01.000Z,2023-06-07T04:29:00.000Z,
366,2486,BitSend,BSD,bitsend,1,2014-06-08T14:20:12.000Z,2023-06-07T04:29:00.000Z,
367,2422,Coin2.1,C2,coin2-1,1,2014-06-08T14:20:12.000Z,2023-06-07T04:29:00.000Z,
372,899,Bytecoin,BCN,bytecoin-bcn,1,2014-06-17T13:01:53.000Z,2023-06-07T04:29:00.000Z,
377,1039,Navcoin,NAV,nav-coin,1,2014-06-12T11:43:36.000Z,2023-06-07T04:29:00.000Z,
389,2479,Startcoin,START,startcoin,1,2014-06-15T14:58:33.000Z,2023-06-07T04:29:00.000Z,
405,1863,DigitalNote,XDN,digitalnote,1,2014-06-24T12:58:43.000Z,2023-06-07T04:29:00.000Z,
416,1891,HempCoin,THC,hempcoin,1,2014-06-28T16:33:33.000Z,2023-06-07T04:29:00.000Z,
448,1511,Stealth,XST,stealth,1,2014-07-10T12:16:32.000Z,2023-06-07T04:29:00.000Z,
460,8623,Clams,CLAM,clams,1,2014-08-26T02:34:53.000Z,2023-06-07T04:29:00.000Z,
463,545,BitShares,BTS,bitshares,1,2014-07-21T03:44:18.000Z,2023-06-07T04:29:00.000Z,
470,1460,Viacoin,VIA,viacoin,1,2014-07-18T12:24:19.000Z,2023-06-07T04:29:00.000Z,
501,1982,Cryptonite,XCN,cryptonite,1,2014-08-02T21:19:20.000Z,2023-06-07T04:29:00.000Z,
502,1005,Carboncoin,CARBON,carboncoin,1,2014-08-02T21:19:20.000Z,2023-06-07T04:29:00.000Z,
506,1681,CannabisCoin,CANN,cannabiscoin,1,2014-08-02T22:04:20.000Z,2023-06-07T04:29:00.000Z,
512,26,Stellar,XLM,stellar,1,2014-08-05T05:44:19.000Z,2023-06-07T04:29:00.000Z,
541,259,Syscoin,SYS,syscoin,1,2014-08-20T11:04:21.000Z,2023-06-07T04:29:00.000Z,
551,2590,Donu,DONU,donu,1,2014-08-26T02:34:57.000Z,2023-06-07T04:29:00.000Z,
558,1278,Emercoin,EMC,emercoin,1,2014-08-23T21:24:22.000Z,2023-06-07T04:29:00.000Z,
572,8725,RabbitCoin,RBBT,rabbitcoin,1,2014-08-30T22:24:22.000Z,2023-06-07T04:29:00.000Z,
576,1229,GameCredits,GAME,gamecredits,1,2014-09-01T16:54:21.000Z,2023-06-07T04:29:00.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x63f88a2298a5c4aee3c216aa6d926b184a4b2437'}"
584,2140,NativeCoin,N8V,native-coin,1,2014-09-06T15:54:23.000Z,2023-06-07T04:29:00.000Z,
588,1454,Ubiq,UBQ,ubiq,1,2014-09-07T21:39:22.000Z,2023-06-07T04:29:00.000Z,
597,2313,Opal,OPAL,opal,1,2014-09-13T17:14:25.000Z,2023-06-07T04:29:00.000Z,
601,2532,Acoin,ACOIN,acoin,1,2014-09-13T19:44:22.000Z,2023-06-07T04:29:00.000Z,
624,1013,bitCNY,BITCNY,bitcny,1,2014-09-23T04:24:22.000Z,2023-06-07T04:29:00.000Z,
638,1807,Trollcoin,TROLL,trollcoin,1,2014-09-30T07:54:22.000Z,2023-06-07T04:29:00.000Z,
644,1450,GlobalBoost-Y,BSTY,globalboost-y,1,2014-10-03T12:39:24.000Z,2023-06-07T04:29:00.000Z,
656,2545,Prime-XI,PXI,prime-xi,1,2014-10-04T20:54:34.000Z,2023-06-07T04:29:00.000Z,
659,1559,Bitswift,BITS,bitswift,1,2014-10-05T17:44:24.000Z,2023-06-07T04:29:00.000Z,
693,491,Verge,XVG,verge,1,2014-10-25T22:14:26.000Z,2023-06-07T04:29:00.000Z,
702,2544,SpreadCoin,SPR,spreadcoin,1,2014-10-26T23:24:27.000Z,2023-06-07T04:29:00.000Z,
703,2276,Rimbit,RBT,rimbit,1,2014-10-26T23:24:28.000Z,2023-06-07T04:29:00.000Z,
707,1535,Blocknet,BLOCK,blocknet,1,2014-11-01T21:19:26.000Z,2023-06-07T04:29:00.000Z,
720,1944,Crown,CRW,crown,1,2014-11-08T22:54:25.000Z,2023-06-07T04:29:00.000Z,
730,2411,GCN Coin,GCN,gcn-coin,1,2014-11-16T23:54:26.000Z,2023-06-07T04:29:00.000Z,
733,8726,Quotient,XQN,quotient,1,2014-11-23T20:09:28.000Z,2023-06-07T04:29:00.000Z,
760,1657,Okcash,OK,okcash,1,2014-12-14T03:29:25.000Z,2023-06-07T04:29:00.000Z,
764,2362,PayCoin,XPY,paycoin2,1,2014-12-16T05:34:25.000Z,2023-06-07T04:29:00.000Z,
788,680,Circuits of Value,COVAL,circuits-of-value,1,2015-01-23T13:39:23.000Z,2023-06-07T04:29:00.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3d658390460295fb963f54dc0899cfb1c30776df'}"
789,943,Nexus,NXS,nexus,1,2015-01-25T18:54:23.000Z,2023-06-07T04:29:00.000Z,
799,1444,SmileyCoin,SMLY,smileycoin,1,2015-01-28T04:49:22.000Z,2023-06-07T04:29:00.000Z,
815,2093,Kobocoin,KOBO,kobocoin,1,2015-02-15T15:14:25.000Z,2023-06-07T04:29:00.000Z,
819,2008,Bean Cash,BITB,bean-cash,1,2015-02-18T13:19:25.000Z,2023-06-07T04:29:00.000Z,
825,3,Tether,USDT,tether,1,2015-02-25T13:34:26.000Z,2023-06-07T04:29:00.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdac17f958d2ee523a2206206994597c13d831ec7'}"
831,2591,Wild Beast Block,WBB,wild-beast-block,1,2015-02-28T17:14:25.000Z,2023-06-07T04:29:00.000Z,
833,983,Gridcoin,GRC,gridcoin,1,2015-02-28T18:24:26.000Z,2023-06-07T04:29:00.000Z,
837,2427,X-Coin,XCO,x-coin,1,2015-03-06T04:34:28.000Z,2023-06-07T04:29:00.000Z,
853,2311,LiteDoge,LDOGE,litedoge,1,2015-03-19T05:34:27.000Z,2023-06-07T04:29:00.000Z,
857,2510,SongCoin,SONG,songcoin,1,2015-03-23T01:59:27.000Z,2023-06-07T04:29:00.000Z,
859,1202,Woodcoin,LOG,woodcoin,1,2015-03-23T02:04:27.000Z,2023-06-07T04:29:00.000Z,
873,107,NEM,XEM,nem,1,2015-04-01T00:29:41.000Z,2023-06-07T04:29:00.000Z,
894,2367,Neutron,NTRN,neutron,1,2015-04-21T12:14:28.000Z,2023-06-07T04:29:00.000Z,
895,1301,Xaurum,XAUR,xaurum,1,2015-04-21T12:19:28.000Z,2023-06-07T04:29:00.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4DF812F6064def1e5e029f1ca858777CC98D2D81'}"
898,2536,Californium,CF,californium,1,2015-04-21T12:14:28.000Z,2023-06-07T04:29:00.000Z,
911,8727,Advanced Internet Blocks,AIB,advanced-internet-blocks,1,2015-04-30T04:24:26.000Z,2023-06-07T04:29:00.000Z,
916,2451,MedicCoin,MEDIC,mediccoin,1,2015-05-04T03:19:25.000Z,2023-06-07T04:29:00.000Z,
918,8728,Bubble,BUB,bubble,1,2015-05-07T03:04:26.000Z,2023-06-07T04:29:00.000Z,
921,2401,Universal Currency,UNIT,universal-currency,1,2015-05-07T03:04:26.000Z,2023-06-07T04:29:00.000Z,
934,2495,ParkByte,PKB,parkbyte,1,2015-05-19T00:34:26.000Z,2023-06-07T04:29:00.000Z,
938,2546,ARbit,ARB,arbit,1,2015-05-21T04:14:25.000Z,2023-06-07T04:29:00.000Z,
945,2237,Bata,BTA,bata,1,2015-05-29T11:44:27.000Z,2023-06-07T04:29:00.000Z,
948,1871,AudioCoin,ADC,audiocoin,1,2015-06-05T12:59:27.000Z,2023-06-07T04:29:00.000Z,
951,2096,Synergy,SNRG,synergy,1,2015-06-08T04:44:28.000Z,2023-06-07T04:29:00.000Z,
978,2357,Ratecoin,XRA,ratecoin,1,2015-06-26T12:34:27.000Z,2023-06-07T04:29:00.000Z,
986,2499,CrevaCoin,CREVA,crevacoin,1,2015-07-07T15:49:27.000Z,2023-06-07T04:29:00.000Z,
993,2507,BowsCoin,BSC,bowscoin,1,2015-07-13T20:39:31.000Z,2023-06-07T04:29:00.000Z,
1004,4478,HNC COIN,HNC,hnccoin,1,2015-07-21T16:39:28.000Z,2023-06-07T04:29:00.000Z,
1019,729,Manna,MANNA,manna,1,2015-07-27T15:54:27.000Z,2023-06-07T04:29:00.000Z,
1020,8729,Axiom,AXIOM,axiom,1,2015-07-30T03:04:30.000Z,2023-06-07T04:29:00.000Z,
1026,1413,Aeon,AEON,aeon,1,2015-08-04T18:09:29.000Z,2023-06-07T04:29:00.000Z,
1027,2,Ethereum,ETH,ethereum,1,2015-08-07T14:49:30.000Z,2023-06-07T04:29:00.000Z,
1032,1616,TransferCoin,TX,transfercoin,1,2015-08-21T02:09:30.000Z,2023-06-07T04:29:00.000Z,
1033,2416,GuccioneCoin,GCC,guccionecoin,1,2015-08-21T02:09:30.000Z,2023-06-07T04:29:00.000Z,
1035,2467,AmsterdamCoin,AMS,amsterdamcoin,1,2015-08-21T02:09:30.000Z,2023-06-07T04:29:00.000Z,
1037,886,Agoras: Currency of Tau,AGRS,agoras-tokens,1,2015-08-24T02:49:28.000Z,2023-06-07T04:29:00.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x738865301a9b7dd80dc3666dd48cf034ec42bdda'}"
1038,2469,Eurocoin,EUC,eurocoin,1,2015-08-24T02:49:28.000Z,2023-06-07T04:29:00.000Z,
1042,160,Siacoin,SC,siacoin,1,2015-08-26T18:19:28.000Z,2023-06-07T04:29:00.000Z,
1044,172,Global Currency Reserve,GCR,global-currency-reserve,1,2015-08-26T18:19:28.000Z,2023-06-07T04:29:00.000Z,
1052,2558,VectorAI,VEC2,vector,1,2015-09-04T16:39:29.000Z,2023-06-07T04:29:00.000Z,
1053,2283,Bolivarcoin,BOLI,bolivarcoin,1,2015-09-08T21:29:25.000Z,2023-06-07T04:29:00.000Z,
1066,1803,Pakcoin,PAK,pakcoin,1,2015-09-15T20:04:27.000Z,2023-06-07T04:29:00.000Z,
1070,2335,Expanse,EXP,expanse,1,2015-09-15T20:04:27.000Z,2023-06-07T04:29:00.000Z,
1082,1146,SIBCoin,SIB,sibcoin,1,2015-09-25T22:19:29.000Z,2023-06-07T04:29:00.000Z,
1085,2118,Swing,SWING,swing,1,2015-09-28T15:44:31.000Z,2023-06-07T04:29:00.000Z,
1090,2608,Save and Gain,SANDG,save-and-gain,1,2015-10-12T16:30:37.000Z,2023-06-07T04:29:00.000Z,
1104,321,Augur,REP,augur,1,2015-10-27T17:14:30.000Z,2023-06-07T04:29:00.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1985365e9f78359a9B6AD760e32412f4a445E862'}"
1106,1566,StrongHands,SHND,stronghands,1,2015-10-30T18:09:28.000Z,2023-06-07T04:29:00.000Z,
1107,1484,PAC Protocol,PAC,pac-protocol,1,2015-11-02T21:59:27.000Z,2023-06-07T04:29:00.000Z,
1120,1761,DraftCoin,DFT,draftcoin,1,2015-11-23T19:59:28.000Z,2023-06-07T04:29:00.000Z,
1135,8730,ClubCoin,CLUB,clubcoin,1,2015-12-21T17:49:32.000Z,2023-06-07T04:29:00.000Z,
1136,2396,Adzcoin,ADZ,adzcoin,1,2015-12-26T00:39:30.000Z,2023-06-07T04:29:00.000Z,
1146,8731,AvatarCoin,AV,avatarcoin,1,2016-01-05T18:30:15.000Z,2023-06-07T04:29:00.000Z,
1154,820,Validity,VAL,validity,1,2016-01-18T07:54:28.000Z,2023-06-07T04:29:00.000Z,
1155,2515,Litecred,LTCR,litecred,1,2016-01-21T15:59:29.000Z,2023-06-07T04:29:00.000Z,
1156,2366,Yocoin,YOC,yocoin,1,2016-01-21T17:00:21.000Z,2023-06-07T04:29:00.000Z,
1159,8732,SaluS,SLS,salus,1,2016-01-22T17:39:30.000Z,2023-06-07T04:29:00.000Z,
1164,8733,Francs,FRN,francs,1,2016-01-31T08:44:26.000Z,2023-06-07T04:29:00.000Z,
1165,2247,Evil Coin,EVIL,evil-coin,1,2016-01-31T08:44:27.000Z,2023-06-07T04:29:00.000Z,
1168,134,Decred,DCR,decred,1,2016-02-10T19:59:29.000Z,2023-06-07T04:29:00.000Z,
1169,648,PIVX,PIVX,pivx,1,2016-02-13T21:14:26.000Z,2023-06-07T04:29:00.000Z,
1172,1215,Safex Token,SFT,safex-token,1,2016-02-16T19:25:13.000Z,2023-06-07T04:29:00.000Z,
1175,2314,Rubies,RBIES,rubies,1,2016-02-22T19:14:29.000Z,2023-06-07T04:29:00.000Z,
1185,2074,FreedomCoin,FREED,freedomcoin-freed,1,2016-03-01T05:59:29.000Z,2023-06-07T04:29:00.000Z,
1191,1394,Memetic / PepeCoin,MEME,memetic,1,2016-03-14T07:34:26.000Z,2023-06-07T04:29:00.000Z,
1194,2547,Independent Money System,IMS,independent-money-system,1,2016-03-18T23:09:28.000Z,2023-06-07T04:29:00.000Z,
1200,2371,NevaCoin,NEVA,nevacoin,1,2016-03-22T20:01:24.000Z,2023-06-07T04:29:00.000Z,
1209,2425,PosEx,PEX,posex,1,2016-04-04T22:20:17.000Z,2023-06-07T04:29:00.000Z,
1210,2550,Cabbage,CAB,cabbage,1,2016-04-04T22:20:16.000Z,2023-06-07T04:29:00.000Z,
1212,2355,MojoCoin,MOJO,mojocoin,1,2016-04-06T19:34:29.000Z,2023-06-07T04:29:00.000Z,
1214,194,Lisk,LSK,lisk,1,2016-04-06T20:19:57.000Z,2023-06-07T04:29:00.000Z,
1216,2502,EDRCoin,EDRC,edrcoin,1,2016-04-08T17:24:28.000Z,2023-06-07T04:29:00.000Z,
1218,2402,PostCoin,POST,postcoin,1,2016-04-08T17:24:28.000Z,2023-06-07T04:29:00.000Z,
1223,2429,BERNcash,BERN,berncash,1,2016-04-11T07:04:29.000Z,2023-06-07T04:29:00.000Z,
1229,925,DigixDAO,DGD,digixdao,1,2016-04-18T16:19:31.000Z,2023-06-07T04:29:00.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe0b7927c4af23765cb51314a0e0521a9645f0e2a'}"
1230,294,Steem,STEEM,steem,1,2016-04-18T16:19:31.000Z,2023-06-07T04:29:00.000Z,
1241,2472,FuzzBalls,FUZZ,fuzzballs,1,2016-05-01T00:05:18.000Z,2023-06-07T04:29:00.000Z,
1244,1375,HiCoin,XHI,hicoin,1,2016-05-04T00:04:46.000Z,2023-06-07T04:29:00.000Z,
1247,2097,AquariusCoin,ARCO,aquariuscoin,1,2016-05-04T00:04:47.000Z,2023-06-07T04:29:00.000Z,
1248,2513,Bitcoin 21,XBTC21,bitcoin-21,1,2016-05-05T17:59:31.000Z,2023-06-07T04:29:00.000Z,
1250,8734,Zurcoin,ZUR,zurcoin,1,2016-05-09T23:04:31.000Z,2023-06-07T04:29:00.000Z,
1252,2079,2GIVE,2GIVE,2give,1,2016-05-16T18:14:29.000Z,2023-06-07T04:29:00.000Z,
1254,1917,PlatinumBAR,XPTX,platinumbar,1,2016-05-17T16:49:29.000Z,2023-06-07T04:29:00.000Z,
1257,1121,LanaCoin,LANA,lanacoin,1,2016-05-18T22:34:30.000Z,2023-06-07T04:29:00.000Z,
1259,2619,PonziCoin,PONZI,ponzicoin,1,2016-05-18T22:34:30.000Z,2023-06-07T04:29:00.000Z,
1273,2257,Citadel,CTL,citadel,1,2016-06-02T14:49:29.000Z,2023-06-07T04:29:00.000Z,
1274,145,Waves,WAVES,waves,1,2016-06-02T21:14:30.000Z,2023-06-07T04:29:00.000Z,
1279,1995,PWR Coin,PWR,powercoin,1,2016-06-04T13:14:29.000Z,2023-06-07T04:29:00.000Z,
1281,2321,ION,ION,ion,1,2016-06-08T22:14:29.000Z,2023-06-07T04:29:00.000Z,
1282,2585,High Voltage,HVCO,high-voltage,1,2016-06-08T22:14:29.000Z,2023-06-07T04:29:00.000Z,
1285,2382,GoldBlocks,GB,goldblocks,1,2016-06-14T17:19:31.000Z,2023-06-07T04:29:00.000Z,
1291,2587,Comet,CMT,comet,1,2016-06-26T19:39:29.000Z,2023-06-07T04:29:00.000Z,
1297,1827,ChessCoin,CHESS,chesscoin,1,2016-07-02T03:40:41.000Z,2023-06-07T04:29:00.000Z,
1298,881,LBRY Credits,LBC,library-credits,1,2016-07-07T05:24:28.000Z,2023-06-07T04:29:00.000Z,
1299,1431,PUTinCoin,PUT,putincoin,1,2016-07-07T05:24:28.000Z,2023-06-07T04:29:00.000Z,
1306,2133,Cryptojacks,CJ,cryptojacks,1,2016-07-11T19:14:32.000Z,2023-06-07T04:29:00.000Z,
1312,519,Steem Dollars,SBD,steem-dollars,1,2016-07-18T20:54:29.000Z,2023-06-07T04:29:00.000Z,
1320,313,Ardor,ARDR,ardor,1,2016-07-23T14:40:05.000Z,2023-06-07T04:29:00.000Z,
1321,25,Ethereum Classic,ETC,ethereum-classic,1,2016-07-24T13:44:30.000Z,2023-06-07T04:29:00.000Z,
1340,1725,Karbo,KRB,karbo,1,2016-08-12T01:45:57.000Z,2023-06-07T04:29:00.000Z,
1343,319,Stratis,STRAX,stratis,1,2016-08-12T01:45:56.000Z,2023-06-07T04:29:00.000Z,
1351,8735,Aces,ACES,aces,1,2016-08-19T17:29:31.000Z,2023-06-07T04:29:00.000Z,
1353,2450,TajCoin,TAJ,tajcoin,1,2016-08-19T17:29:31.000Z,2023-06-07T04:29:00.000Z,
1368,2562,Veltor,VLT,veltor,1,2016-09-03T22:19:32.000Z,2023-06-07T04:29:00.000Z,
1376,63,Neo,NEO,neo,1,2016-09-09T03:09:33.000Z,2023-06-07T04:29:00.000Z,
1382,6201,NoLimitCoin,NLC,nolimitcoin,1,2016-09-12T18:19:35.000Z,2023-06-07T04:29:00.000Z,
1389,2556,Zayedcoin,ZYD,zayedcoin,1,2016-09-17T22:55:32.000Z,2023-06-07T04:29:00.000Z,
1392,627,Pluton,PLU,pluton,1,2016-09-17T22:59:34.000Z,2023-06-07T04:29:00.000Z,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd8912c10681d8b21fd3742244f44658dba12264e'}"
1395,2497,Dollarcoin,DLC,dollarcoin,1,2016-09-21T21:29:34.000Z,2023-06-07T04:29:00.000Z,
1396,2476,MustangCoin,MST,mustangcoin,1,2016-09-21T21:29:34.000Z,2023-06-07T04:29:00.000Z,
1414,604,Firo,FIRO,firo,1,2016-10-06T20:34:49.000Z,2023-06-07T04:29:00.000Z,
1437,78,Zcash,ZEC,zcash,1,2016-10-29T15:19:32.000Z,2023-06-07T04:29:00.000Z,
1439,2484,AllSafe,ASAFE,allsafe,1,2016-10-29T16:41:11.000Z,2023-06-07T04:29:00.000Z,
1447,1769,ZClassic,ZCL,zclassic,1,2016-11-10T00:19:32.000Z,2023-06-07T04:29:00.000Z,
1455,142,Golem,GLM,golem-network-tokens,1,2016-11-18T07:34:31.000Z,2023-06-07T04:29:00.000Z,
1466,1774,Hush,HUSH,hush,1,2016-12-01T19:32:30.000Z,2023-06-07T04:29:00.000Z,
